-712 ,-858 ,-759 ,-745 ,-609 ,-620 ,-638 ,-714 ,-872 ,-1090 ,-1280 ,-1687 ,-1891 ,-2017 ,-2020 ,-1971 ,-1732 ,-1406 ,-1270 ,-1209 ,-1132 ,-953 ,-764 ,-620 ,-477 ,-373 ,-379 ,-231 ,-96 ,-204 ,-230 ,
-355 ,-554 ,-532 ,-443 ,-395 ,-285 ,-298 ,-209 ,-109 ,-177 ,-200 ,-215 ,-361 ,-273 ,-461 ,-743 ,-639 ,-662 ,-847 ,-1096 ,-1438 ,-1545 ,-1490 ,-1379 ,-1284 ,-1174 ,-1040 ,-852 ,-443 ,-239 ,-132 ,-76 ,
20 ,-89 ,-13 ,-75 ,19 ,38 ,-24 ,-134 ,-174 ,-42 ,-20 ,195 ,277 ,141 ,28 ,-128 ,-192 ,-297 ,-539 ,-703 ,-843 ,-1017 ,-927 ,-839 ,-836 ,-775 ,-1043 ,-1144 ,-1313 ,-1493 ,-1565 ,-1587 ,
-1555 ,-1552 ,-1305 ,-930 ,-598 ,-340 ,-211 ,-298 ,-293 ,-178 ,-5 ,297 ,502 ,780 ,793 ,853 ,816 ,863 ,836 ,789 ,853 ,737 ,880 ,1029 ,1113 ,1132 ,1078 ,996 ,937 ,924 ,941 ,1060 ,
998 ,922 ,828 ,774 ,710 ,733 ,768 ,713 ,645 ,476 ,814 ,1146 ,1299 ,1691 ,1967 ,2015 ,1981 ,1989 ,1926 ,1878 ,1751 ,1769 ,1803 ,1656 ,1618 ,1513 ,1475 ,1435 ,1605 ,1623 ,1810 ,1854 ,
1872 ,1939 ,1714 ,1561 ,1508 ,1478 ,1458 ,1610 ,1726 ,1740 ,1597 ,1304 ,1148 ,779 ,389 ,332 ,150 ,-68 ,117 ,248 ,307 ,402 ,491 ,627 ,606 ,496 ,332 ,292 ,445 ,588 ,692 ,749 ,
641 ,686 ,710 ,561 ,365 ,475 ,474 ,508 ,488 ,526 ,665 ,743 ,603 ,459 ,231 ,223 ,303 ,353 ,399 ,223 ,17 ,-113 ,-414 ,-558 ,-521 ,-572 ,-553 ,-597 ,-492 ,-481 ,-568 ,-550 ,
-533 ,-636 ,-702 ,-673 ,-479 ,-472 ,-446 ,-745 ,-1094 ,-1227 ,-1209 ,-1251 ,-1070 ,-941 ,-851 ,-773 ,-867 ,-1050 ,-1097 ,-1190 ,-1468 ,-1561 ,-1579 ,-1595 ,-1602 ,-1573 ,-1752 ,-2055 ,-2186 ,-2305 ,-2650 ,-3077 ,
-3401 ,-3601 ,-3782 ,-3615 ,-3493 ,-3151 ,-2837 ,-2601 ,-2336 ,-2426 ,-2458 ,-2130 ,-1841 ,-1561 ,-1339 ,-1037 ,-923 ,-897 ,-927 ,-942 ,-789 ,-733 ,-495 ,-340 ,-222 ,-66 ,-128 ,-193 ,-268 ,-226 ,-76 ,-242 ,
-220 ,-208 ,-283 ,-482 ,-570 ,-556 ,-524 ,-502 ,-415 ,-298 ,-314 ,-309 ,-326 ,-281 ,-226 ,35 ,564 ,613 ,639 ,725 ,696 ,720 ,925 ,1100 ,1070 ,978 ,997 ,1034 ,1091 ,1161 ,1133 ,1365 ,
1562 ,1542 ,1524 ,1441 ,1235 ,1042 ,827 ,675 ,729 ,887 ,1018 ,1029 ,742 ,647 ,296 ,-57 ,-153 ,-290 ,-323 ,-402 ,-384 ,-229 ,-47 ,231 ,470 ,613 ,805 ,968 ,1098 ,1334 ,1457 ,1423 ,
1523 ,1510 ,1441 ,1296 ,1264 ,1159 ,1100 ,1049 ,937 ,1025 ,1184 ,1368 ,1581 ,1570 ,1420 ,1376 ,1236 ,1239 ,1258 ,1268 ,1279 ,1245 ,1128 ,1042 ,917 ,806 ,734 ,600 ,667 ,568 ,674 ,715 ,
708 ,663 ,689 ,573 ,616 ,576 ,635 ,598 ,427 ,214 ,-91 ,-212 ,-253 ,-256 ,11 ,178 ,330 ,442 ,118 ,62 ,-106 ,-282 ,-511 ,-566 ,-460 ,-570 ,-587 ,-647 ,-658 ,-543 ,-622 ,-836 ,
-1035 ,-1316 ,-1506 ,-1877 ,-2006 ,-1802 ,-1677 ,-1560 ,-1448 ,-1285 ,-1173 ,-1176 ,-1230 ,-1202 ,-1105 ,-844 ,-435 ,-260 ,-145 ,-346 ,-587 ,-752 ,-973 ,-918 ,-868 ,-605 ,-354 ,-311 ,-314 ,-334 ,-248 ,-232 ,
-57 ,-146 ,-173 ,-30 ,-97 ,-223 ,-412 ,-466 ,-578 ,-617 ,-701 ,-702 ,-664 ,-913 ,-868 ,-801 ,-671 ,-495 ,-182 ,75 ,197 ,312 ,236 ,420 ,429 ,413 ,373 ,264 ,228 ,315 ,349 ,525 ,
658 ,794 ,1120 ,1187 ,1026 ,939 ,743 ,571 ,360 ,283 ,450 ,461 ,504 ,572 ,602 ,307 ,42 ,-245 ,-361 ,-451 ,-453 ,-413 ,-306 ,-169 ,18 ,152 ,84 ,-13 ,57 ,211 ,216 ,375 ,
521 ,657 ,819 ,983 ,945 ,812 ,853 ,838 ,927 ,848 ,722 ,755 ,822 ,879 ,894 ,789 ,622 ,692 ,545 ,326 ,453 ,352 ,244 ,258 ,334 ,230 ,-101 ,-141 ,-343 ,-499 ,-612 ,-500 ,
-155 ,-73 ,-188 ,-28 ,161 ,322 ,509 ,543 ,543 ,597 ,433 ,406 ,191 ,-95 ,-225 ,-322 ,-174 ,-60 ,3 ,27 ,-321 ,-451 ,-391 ,-564 ,-588 ,-594 ,-554 ,-381 ,-577 ,-604 ,-695 ,-793 ,
-868 ,-1069 ,-1225 ,-1561 ,-1826 ,-1974 ,-1911 ,-1959 ,-1866 ,-1715 ,-1592 ,-1488 ,-1548 ,-1554 ,-1585 ,-1549 ,-1452 ,-1254 ,-930 ,-796 ,-638 ,-671 ,-910 ,-1116 ,-1058 ,-970 ,-808 ,-556 ,-371 ,-129 ,-15 ,-120 ,
-87 ,-104 ,-199 ,-146 ,-180 ,-261 ,-350 ,-412 ,-300 ,-224 ,-86 ,-53 ,-11 ,-125 ,-119 ,-252 ,-186 ,-68 ,31 ,123 ,327 ,453 ,549 ,508 ,493 ,634 ,707 ,813 ,858 ,914 ,820 ,708 ,
635 ,678 ,647 ,724 ,696 ,759 ,698 ,803 ,656 ,622 ,563 ,708 ,718 ,935 ,1131 ,1255 ,1045 ,840 ,638 ,375 ,-70 ,-296 ,-309 ,-303 ,-261 ,-282 ,-288 ,-308 ,-191 ,-145 ,54 ,221 ,
487 ,600 ,789 ,1217 ,1473 ,1530 ,1500 ,1425 ,1331 ,1258 ,1250 ,1288 ,1447 ,1634 ,1689 ,1711 ,1750 ,1717 ,1757 ,1634 ,1506 ,1314 ,1205 ,941 ,943 ,848 ,1009 ,1020 ,830 ,705 ,407 ,411 ,
686 ,942 ,1056 ,1054 ,1031 ,1084 ,1112 ,1102 ,1095 ,1165 ,1152 ,917 ,1067 ,982 ,695 ,348 ,316 ,468 ,401 ,719 ,724 ,861 ,731 ,620 ,460 ,33 ,-31 ,-29 ,-41 ,-141 ,-330 ,-345 ,
-327 ,-386 ,-584 ,-769 ,-1050 ,-1460 ,-1690 ,-1696 ,-1883 ,-1990 ,-2057 ,-2071 ,-2259 ,-2190 ,-1829 ,-1757 ,-1749 ,-1770 ,-1557 ,-1038 ,-740 ,-716 ,-411 ,-599 ,-1027 ,-1093 ,-1087 ,-1347 ,-1230 ,-1072 ,-1010 ,-1066 ,
-1057 ,-1061 ,-1021 ,-985 ,-947 ,-721 ,-758 ,-756 ,-727 ,-789 ,-740 ,-769 ,-753 ,-842 ,-962 ,-1050 ,-892 ,-886 ,-909 ,-606 ,-664 ,-421 ,-398 ,-479 ,-499 ,-451 ,-285 ,-284 ,-300 ,-386 ,-642 ,-705 ,
-821 ,-862 ,-837 ,-872 ,-865 ,-814 ,-584 ,-410 ,-216 ,-164 ,-239 ,-428 ,-304 ,-167 ,-253 ,-269 ,-199 ,-91 ,-74 ,-57 ,-148 ,-318 ,-674 ,-783 ,-802 ,-747 ,-699 ,-674 ,-522 ,-464 ,-529 ,-479 ,
-475 ,-397 ,-427 ,-298 ,6 ,93 ,462 ,592 ,725 ,761 ,539 ,222 ,279 ,484 ,557 ,753 ,583 ,404 ,503 ,294 ,541 ,722 ,734 ,659 ,681 ,660 ,797 ,1022 ,1177 ,985 ,747 ,499 ,
342 ,505 ,535 ,495 ,559 ,563 ,639 ,715 ,693 ,550 ,568 ,752 ,835 ,866 ,852 ,958 ,834 ,769 ,613 ,449 ,531 ,577 ,907 ,1045 ,1135 ,1081 ,1137 ,1178 ,1175 ,913 ,680 ,585 ,
587 ,729 ,752 ,608 ,425 ,67 ,-238 ,-485 ,-840 ,-1015 ,-1019 ,-949 ,-769 ,-589 ,-586 ,-418 ,-482 ,-483 ,-609 ,-643 ,-365 ,-225 ,-99 ,60 ,142 ,199 ,14 ,-100 ,-336 ,-480 ,-356 ,-268 ,
-73 ,1 ,-85 ,-118 ,-20 ,108 ,141 ,169 ,-13 ,-16 ,-26 ,-118 ,-127 ,-128 ,-71 ,-78 ,-338 ,-434 ,-606 ,-427 ,-352 ,-272 ,-279 ,-525 ,-518 ,-463 ,-383 ,-152 ,-37 ,-33 ,90 ,217 ,
481 ,533 ,522 ,287 ,38 ,5 ,6 ,336 ,379 ,388 ,376 ,351 ,132 ,16 ,97 ,43 ,31 ,201 ,318 ,447 ,619 ,631 ,377 ,-114 ,-287 ,-374 ,-412 ,-361 ,-352 ,-402 ,-401 ,-438 ,
-200 ,-77 ,-75 ,-180 ,-206 ,-198 ,13 ,278 ,414 ,583 ,420 ,391 ,193 ,94 ,99 ,182 ,87 ,-155 ,37 ,176 ,575 ,766 ,872 ,776 ,583 ,343 ,352 ,362 ,332 ,460 ,368 ,313 ,
226 ,171 ,-6 ,-17 ,-112 ,-217 ,111 ,34 ,177 ,146 ,127 ,101 ,155 ,401 ,505 ,723 ,574 ,594 ,307 ,245 ,253 ,312 ,421 ,309 ,391 ,355 ,387 ,488 ,222 ,-47 ,-145 ,-200 ,
-280 ,-236 ,-357 ,-220 ,-375 ,-562 ,-389 ,-396 ,-416 ,-639 ,-970 ,-1512 ,-1872 ,-1808 ,-1623 ,-1531 ,-1442 ,-1501 ,-1558 ,-1575 ,-1667 ,-1488 ,-1499 ,-1464 ,-1126 ,-825 ,-686 ,-517 ,-556 ,-788 ,-1144 ,-1034 ,
-921 ,-660 ,-580 ,-367 ,-353 ,-223 ,-54 ,63 ,134 ,82 ,5 ,-60 ,-187 ,-208 ,-50 ,-270 ,-332 ,-518 ,-587 ,-540 ,-674 ,-725 ,-667 ,-794 ,-703 ,-472 ,-113 ,219 ,505 ,528 ,396 ,276 ,
421 ,498 ,676 ,794 ,757 ,719 ,564 ,505 ,509 ,334 ,348 ,419 ,547 ,523 ,581 ,550 ,342 ,55 ,-25 ,111 ,134 ,339 ,557 ,331 ,53 ,-286 ,-567 ,-563 ,-573 ,-403 ,-327 ,-336 ,
-294 ,-309 ,-366 ,-393 ,-411 ,-193 ,35 ,241 ,576 ,833 ,1036 ,1221 ,1364 ,1429 ,1457 ,1528 ,1440 ,1262 ,1057 ,969 ,1104 ,1211 ,1232 ,1120 ,1065 ,944 ,837 ,787 ,646 ,632 ,703 ,937 ,
1144 ,1223 ,994 ,783 ,593 ,344 ,387 ,466 ,524 ,624 ,813 ,921 ,950 ,1068 ,1078 ,1032 ,1130 ,1061 ,1114 ,1005 ,906 ,738 ,603 ,620 ,639 ,731 ,714 ,598 ,316 ,-90 ,-128 ,-31 ,
-79 ,242 ,313 ,188 ,185 ,245 ,147 ,142 ,98 ,-32 ,-158 ,-231 ,-452 ,-669 ,-883 ,-975 ,-967 ,-983 ,-1063 ,-1174 ,-1129 ,-1166 ,-1367 ,-1356 ,-1186 ,-911 ,-558 ,-306 ,-116 ,-39 ,-311 ,-354 ,
-384 ,-582 ,-671 ,-612 ,-576 ,-443 ,-297 ,-107 ,11 ,25 ,-91 ,132 ,319 ,238 ,150 ,-32 ,-253 ,-424 ,-326 ,-439 ,-557 ,-570 ,-735 ,-1144 ,-1183 ,-971 ,-650 ,-595 ,-440 ,-414 ,-267 ,39 ,
78 ,93 ,65 ,-166 ,-237 ,-250 ,-367 ,-407 ,-429 ,-441 ,-375 ,-157 ,-4 ,143 ,393 ,494 ,414 ,113 ,90 ,127 ,264 ,264 ,161 ,199 ,168 ,144 ,127 ,-46 ,-295 ,-562 ,-793 ,-905 ,
